rainfall,temperature,humidity,wind_speed,risk_label
3373.2,20.120856612044932,87.4310365985775,3.929791857345972,Moderate Risk
3520.7,16.843442795315262,100.0,16.177813404758,Moderate Risk
2957.4,22.80375415240277,88.38215483294286,14.241180390134366,Moderate Risk
3079.6,25.694119425632103,93.09913445566035,15.01194628896406,Moderate Risk
2566.7,21.229886501106655,92.6563486456917,13.578025374432952,Moderate Risk
2534.4,21.391452172203277,73.98435806324453,8.907213514152527,Moderate Risk
3347.9,24.577351262029566,100.0,14.095892337220223,Moderate Risk
3576.4,20.187738916611632,94.88750861496354,17.575648942095548,Moderate Risk
2899.4,18.62510245626019,87.26597848817836,15.717016346178976,Moderate Risk
2687.2,23.73424017434386,85.36489838974097,16.018397677386826,Moderate Risk
2960.5,18.34382922875015,77.33989177509117,15.729488268098203,Moderate Risk
2365.8,21.308080985718973,73.19930365743653,12.0922450987166,Normal
2957.8,21.178849086264137,100.0,14.478822789585061,Moderate Risk
2741.3,15.0,92.7778628420117,12.775707935093463,Moderate Risk
2937.5,15.0,88.45721671471546,14.168431680653189,Moderate Risk
2612.4,19.68884988303611,85.48498766810313,16.34498630124852,Moderate Risk
3275.0,15.0,92.22939328824168,15.499006259067475,Moderate Risk
2352.1,24.496489330381095,90.05433375329052,18.29703031870986,Moderate Risk
2943.2,16.651903697915156,87.45051271098002,20.666406939654017,High Risk
2606.4,16.318785194658833,85.29473673707878,13.842282081175108,Moderate Risk
3554.2,23.091595075686214,100.0,2.3267000212885574,Moderate Risk
2480.5,21.694394798053857,75.12269478789942,16.3294973983818,Normal
3282.2,18.859112818751697,100.0,12.406537649705504,Moderate Risk
2442.9,17.086507255146174,68.47130872205298,9.344881567840313,Normal
2998.3,17.830969101899267,100.0,12.180664175031898,Moderate Risk
2926.6,20.810690358839466,85.79526199505088,11.794737526222848,Moderate Risk
3075.1,15.02052569031079,89.31007668406441,16.421476096982843,Moderate Risk
2357.7,24.714292073382687,64.17491863053644,8.482359329287991,Normal
2987.5,17.65994524032478,86.15330892764511,11.346504429291864,Moderate Risk
3722.8,15.219225000826892,93.72821441845159,18.089142329258916,Moderate Risk
3154.0,16.823173551082412,87.70549590367888,15.646498757906592,Moderate Risk
3591.1,24.45361273803575,98.75317894035562,16.137291601474704,Moderate Risk
3264.4,18.624011101048264,100.0,12.074224496533436,Moderate Risk
2782.5,16.856656284176395,88.03582681120501,10.371536385534615,Moderate Risk
3007.5,23.252679648412755,92.58641322720891,13.047428831969576,Moderate Risk
2898.2,15.625625400115911,79.53917822256884,14.144284923520843,Moderate Risk
2791.6,21.877454380019024,79.48063394984483,17.69176544115098,Moderate Risk
3489.6,15.0,100.0,9.968355109354416,Moderate Risk
2422.2,17.57625580440628,74.48839172189403,12.599147062458233,Normal
3275.1,19.411944943476495,100.0,9.826631343591057,Moderate Risk
3079.9,22.554366319981643,89.38717707561975,9.125938634606197,Moderate Risk
2721.9,22.07597312475988,85.38330348914805,16.324536602701116,Moderate Risk
3449.0,17.29240687044704,100.0,17.698540390164684,Moderate Risk
3349.6,17.047585217642844,100.0,14.84263388117512,Moderate Risk
3080.0,15.0,90.44683285110064,16.11107751919298,Moderate Risk
2507.2,19.584623166421164,78.68072223849435,12.672843309701593,Moderate Risk
2807.4,19.12044491616085,86.34263641182228,12.403420784332749,Moderate Risk
3343.3,22.511988904875665,98.42532689252361,22.129525183501055,High Risk
3025.0,21.249473158273844,97.5470961616247,12.470286837221277,Moderate Risk
3938.2,15.0,100.0,16.396396339162273,Moderate Risk
2959.7,21.497835877579185,94.27942371751857,13.592144622889945,Moderate Risk
2981.7,18.551170878334737,100.0,8.966891076431422,Moderate Risk
3054.8,17.018311998776163,93.9638102314516,7.685779655262862,Moderate Risk
3163.8,21.62770515536347,95.22322284803823,12.17738067351362,Moderate Risk
2701.2,25.617998089983804,72.86871339927946,15.741970421676633,Moderate Risk
3216.4,22.643120476464794,72.56082557203416,16.35287496990801,Moderate Risk
2762.8,17.829129907109447,89.15367250050801,16.7532314926721,Moderate Risk
2619.0,20.668150496595143,82.89140614975302,10.169194796524387,Moderate Risk
3370.8,19.471053725614258,92.06173860068208,18.641617470366942,Moderate Risk
2998.6,23.909180508489435,91.92490830015741,10.484320099440849,Moderate Risk
3323.0,16.468303048618843,94.90010349975806,14.785139862676573,Moderate Risk
2991.1,19.30186409334473,98.87390867173785,13.261609796943455,Moderate Risk
2962.0,15.764660103975885,90.05555361273849,12.074045205722907,Moderate Risk
3085.7,15.0,85.45294705277199,17.31277641488682,Moderate Risk
3276.0,21.870103289576793,100.0,11.545335106168785,Moderate Risk
2388.2,28.483960114283292,78.06628473376371,8.92751756619755,Normal
2712.4,21.149959513678663,89.41896013604513,13.979653125285926,Moderate Risk
1849.4,29.767131591568095,67.00404768379093,10.942186463807086,Normal
3625.3,18.320044100190536,95.22305158268718,24.619815423914602,High Risk
3074.8,17.0455209815795,91.92001250815224,16.389522429319925,Moderate Risk
2384.5,24.523082422033657,79.84429581501615,12.024644941010793,Normal
2792.4,27.190146265863877,90.37861628293466,11.139665292438739,Moderate Risk
2820.3,20.75519584356019,84.85583397352205,6.628134768293646,Moderate Risk
2630.8,28.10457462325602,69.15578839650348,10.114342742787702,Moderate Risk
2187.8,15.0,73.00114226462622,13.256825315277394,Normal
2764.0,24.467610017500895,92.41721440381718,17.063652621450974,Moderate Risk
3323.0,18.733188272952688,93.00432469938848,17.400067427163755,Moderate Risk
2533.6,21.13597059813653,80.25559944655028,13.434284494939138,Moderate Risk
2183.4,24.450043106142008,84.2810120472475,10.723830336225879,Normal
2535.8,15.0,76.56754751526195,14.437437069236463,Moderate Risk
2098.7,23.627812448649955,62.63590758739013,11.231419340879604,Normal
2237.4,25.241450286046984,76.00495104379604,17.530091987291627,Normal
3262.8,24.597576178966065,90.5066083900101,14.737429456174759,Moderate Risk
3115.4,17.349919126905412,84.19336277530729,14.187319758593153,Moderate Risk
2996.9,16.78152558842725,88.5453056861438,7.233532724937996,Moderate Risk
2755.1,19.217471825661853,89.8503785113076,14.043028793765043,Moderate Risk
2846.4,24.429608470808297,87.36569150745747,15.713452413894824,Moderate Risk
2699.7,22.816504438638738,87.45084858148991,9.323498935551031,Moderate Risk
2763.2,19.064959184931844,100.0,9.895172329854894,Moderate Risk
3080.9,21.648569732453424,88.60530244087282,15.429466386534328,Moderate Risk
2620.2,22.287310197392163,85.89678907715735,8.655361662779173,Moderate Risk
2355.9,27.095079962131557,75.19129309920693,15.860403022625754,Normal
2460.1,19.89128762449059,74.23078890757088,11.044234996147361,Normal
2954.7,18.91585141360893,84.56573877265785,12.502295338526391,Moderate Risk
2404.7,21.40806738747137,76.24826476115983,9.011364784623217,Normal
2748.0,15.405940207471524,88.675806380377,15.11113878128365,Moderate Risk
3374.8,19.3104811082583,100.0,21.323282621754807,High Risk
2538.6,23.35122108871956,76.58165250979329,15.768158385048562,Moderate Risk
3157.1,19.234953826569846,89.28533088840965,11.39981088084506,Moderate Risk
3828.0,15.0,100.0,18.623528423141096,Moderate Risk
3497.6,15.0,100.0,13.763294695530584,Moderate Risk
3757.8,15.0,100.0,19.297121610949343,Moderate Risk
2622.4,20.51714193389292,93.97943301825161,15.815695873159756,Moderate Risk
2904.6,17.267890923113526,68.99886343571833,4.765908636918134,Moderate Risk
5486.3,15.0,100.0,18.725427767801587,Moderate Risk
4693.9,15.0,100.0,20.459822335172834,High Risk
4106.7,22.01124360484212,100.0,17.285638483101717,Moderate Risk
5691.4,15.0,100.0,18.780398823543116,Moderate Risk
4187.2,15.094201562891058,85.72560794911661,15.17889812018523,Moderate Risk
3507.5,17.164716336935328,100.0,10.800290139731857,Moderate Risk
4450.5,15.0,100.0,18.509213470754148,Moderate Risk
4439.8,15.0,100.0,25.063069178047293,Extreme Risk
3521.6,17.632920839764104,90.80901652756589,18.369466838863644,Moderate Risk
5253.2,18.586968449941146,100.0,27.255584336898604,Extreme Risk
5272.7,15.0,100.0,23.477857936036607,High Risk
4320.2,15.0,100.0,19.488438030058074,Moderate Risk
4334.1,15.0,100.0,23.220569396568404,High Risk
4872.1,15.0,98.36465336343154,20.357456444693344,High Risk
4850.9,15.316791258060086,100.0,18.028651368812692,Moderate Risk
3773.3,19.141232130747095,93.87990164604493,19.719639216532702,Moderate Risk
4575.7,15.285627788172189,100.0,22.308187378032322,High Risk
4173.7,15.0,100.0,17.351772738530038,Moderate Risk
4788.9,16.6666772437444,100.0,16.56395941964658,Moderate Risk
3375.1,15.0,81.3769724933862,15.831901430625974,Moderate Risk
6129.0,15.0,100.0,25.609496600794987,Extreme Risk
3898.7,24.268322503239915,100.0,19.586273145984684,Moderate Risk
4099.3,15.0,100.0,12.763163866103866,Moderate Risk
4220.2,15.0,100.0,23.302484867856634,High Risk
3828.2,16.257605460350568,100.0,14.198505211809449,Moderate Risk
4326.7,15.0,97.68076432616775,15.968805009334261,Moderate Risk
3904.3,15.0,85.93601703216248,13.235370253369874,Moderate Risk
3649.3,17.027751899224107,100.0,24.361986507811263,High Risk
4011.2,15.0,100.0,17.659212010863904,Moderate Risk
4369.1,15.048869722540726,100.0,14.836741424621973,Moderate Risk
6331.1,15.0,100.0,24.611770649887337,High Risk
4874.7,16.82623762007016,100.0,20.642407337930102,High Risk
3354.2,15.09598683065505,100.0,14.019152262593682,Moderate Risk
2396.1,21.7312539351773,83.29264486685813,15.344153471683482,Normal
5063.5,15.0,100.0,16.653124117507403,Moderate Risk
4195.5,15.0,100.0,15.82991184181891,Moderate Risk
3709.4,17.36283973841652,89.25628167632604,12.758683369635143,Moderate Risk
3676.5,21.846071017129713,100.0,11.154480080674647,Moderate Risk
4138.0,15.0,100.0,23.884559083678724,High Risk
4959.3,15.0,100.0,25.911285883166947,Extreme Risk
2196.8,25.055531176993693,64.10905888076331,12.34636594594689,Normal
2209.6,27.079291487109238,67.39098935060443,18.039127674902844,Normal
1668.5,21.70969715648767,79.28903252711122,11.25710987350842,Normal
2139.0,19.023173547662893,72.87158168833726,11.889435758962943,Normal
1877.7,27.69926626246759,82.92120380834035,12.811865278730002,Normal
1973.4,26.320938692932742,72.26415472753186,12.02590188069597,Normal
2184.5,25.079471401383508,61.673151149670474,11.885411029319457,Normal
2281.3,24.979292837987902,85.15820746452044,15.956527654781992,Moderate Risk
2457.5,19.992401113686036,76.23919479128848,13.068740295201941,Normal
3063.9,20.609514788644017,96.65451050813634,16.882445293301416,Moderate Risk
2213.3,25.105789893194725,77.09002027365399,15.019808242498659,Normal
2419.5,20.045094327894528,67.98005417645705,13.886890720297533,Normal
